"Country or Area","Year","Area","Sex","Age","Industry","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Canada","2016","Total","Female","65 - 69","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","40300","2,3"
"Canada","2016","Total","Female","65 - 69","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","4610","2,3"
"Canada","2016","Total","Female","65 - 69","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","11490","2,3"
"Canada","2016","Total","Female","65 - 69","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","1920","2,3"
"Canada","2016","Total","Female","65 - 69","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","50","2,3"
"Canada","2016","Total","Female","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2017","199910","2,3"
"Canada","2016","Total","Female","70 - 74","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","5190","2,3"
"Canada","2016","Total","Female","70 - 74","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","120","2,3"
"Canada","2016","Total","Female","70 - 74","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","2235","2,3"
"Canada","2016","Total","Female","70 - 74","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","45","2,3"
"Canada","2016","Total","Female","70 - 74","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","60","2,3"
"Canada","2016","Total","Female","70 - 74","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","1365","2,3"
"Canada","2016","Total","Female","70 - 74","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","10170","2,3"
"Canada","2016","Total","Female","70 - 74","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","1825","2,3"
"Canada","2016","Total","Female","70 - 74","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","2970","2,3"
"Canada","2016","Total","Female","70 - 74","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","1190","2,3"
"Canada","2016","Total","Female","70 - 74","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","1740","2,3"
"Canada","2016","Total","Female","70 - 74","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","2985","2,3"
"Canada","2016","Total","Female","70 - 74","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","5575","2,3"
"Canada","2016","Total","Female","70 - 74","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","3385","2,3"
"Canada","2016","Total","Female","70 - 74","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","2295","2,3"
"Canada","2016","Total","Female","70 - 74","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","6215","2,3"
"Canada","2016","Total","Female","70 - 74","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","10810","2,3"
"Canada","2016","Total","Female","70 - 74","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","2045","2,3"
"Canada","2016","Total","Female","70 - 74","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","3820","2,3"
"Canada","2016","Total","Female","70 - 74","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","770","2,3"
"Canada","2016","Total","Female","70 - 74","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","0","2,3"
"Canada","2016","Total","Female","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2017","64815","2,3"
"Canada","2016","Total","Female","75 +","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","3650","2,3"
"Canada","2016","Total","Female","75 +","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","75","2,3"
"Canada","2016","Total","Female","75 +","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","1030","2,3"
"Canada","2016","Total","Female","75 +","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","15","2,3"
"Canada","2016","Total","Female","75 +","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","30","2,3"
"Canada","2016","Total","Female","75 +","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","645","2,3"
"Canada","2016","Total","Female","75 +","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","4380","2,3"
"Canada","2016","Total","Female","75 +","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","635","2,3"
"Canada","2016","Total","Female","75 +","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","1385","2,3"
"Canada","2016","Total","Female","75 +","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","490","2,3"
"Canada","2016","Total","Female","75 +","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","775","2,3"
"Canada","2016","Total","Female","75 +","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","1965","2,3"
"Canada","2016","Total","Female","75 +","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","2380","2,3"
"Canada","2016","Total","Female","75 +","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","1495","2,3"
"Canada","2016","Total","Female","75 +","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","850","2,3"
"Canada","2016","Total","Female","75 +","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","2045","2,3"
"Canada","2016","Total","Female","75 +","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","3670","2,3"
"Canada","2016","Total","Female","75 +","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","1105","2,3"
"Canada","2016","Total","Female","75 +","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","1975","2,3"
"Canada","2016","Total","Female","75 +","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","395","2,3"
"Canada","2016","Total","Female","75 +","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","10","2,3"
"Canada","2016","Total","Female","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","29000","2,3"
"China, Hong Kong SAR","2016","Total","Male","Total","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","3602","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","430","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","87616","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","5812","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","6285","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","285422","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","341608","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","255424","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","152765","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","96139","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","120676","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","87416","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","109524","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","66862","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","74243","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","70582","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","59663","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","20548","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","46300","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","11746","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","606","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","1903269","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","0 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","34","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","685","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","26","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","30","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","1823","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","6038","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","2288","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","8551","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","584","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","449","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","323","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","830","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","474","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","117","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","1160","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","361","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","778","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","1168","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","516","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2017","26235","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","151","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","3758","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","394","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","178","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","15385","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","21123","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","10382","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","18910","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","7111","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","8252","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","2624","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","9245","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","2976","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","4383","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","5864","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","4739","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","2973","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","3304","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","500","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","35","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2017","122287","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","170","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","5683","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","400","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","249","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","23855","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","32802","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","16945","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","18390","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","14475","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","19206","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","5532","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","17099","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","4396","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","9629","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","8286","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","8104","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","2271","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","4617","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","1110","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","44","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","0","4,5"
"China, Hong Kong SAR","2016","Total","Male","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2017","193263","4,5"
"China, Hong Kong SAR","2016","Total","Male","30 - 34","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","198","4,5"
"China, Hong Kong SAR","2016","Total","Male","30 - 34","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","41","4,5"
